time,temperature,pressure,humidity,altitude,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mic,red,green,blue,alpha
2021-08-25 12:46:57.632059,26.27,101081.06,40.01,20.33,-9.24,1.66,-2.72,0.10,-0.12,-0.02,134,15,11,12,38
2021-08-25 12:46:57.679061,26.25,101080.30,39.99,20.39,-9.28,1.67,-2.77,0.08,-0.11,-0.05,108,16,11,12,39
2021-08-25 12:46:58.158059,26.24,101080.08,39.91,20.41,-9.28,1.69,-2.76,0.08,-0.11,-0.04,143,16,11,12,39
2021-08-25 12:46:58.638366,26.23,101079.09,39.90,20.49,-9.28,1.68,-2.78,0.09,-0.12,-0.03,100,15,11,12,37
2021-08-25 12:46:59.119420,26.23,101082.05,39.90,20.25,-9.27,1.68,-2.79,0.07,-0.11,-0.05,89,14,11,11,36
2021-08-25 12:46:59.600174,26.22,101080.12,39.84,20.41,-9.25,1.67,-2.80,0.10,-0.12,-0.03,137,15,11,12,37
2021-08-25 12:47:00.078784,26.21,101079.62,39.88,20.45,-9.25,1.65,-2.79,0.10,-0.12,-0.03,115,15,11,12,37
2021-08-25 12:47:00.558817,26.21,101079.45,39.87,20.46,-9.27,1.67,-2.84,0.09,-0.12,-0.04,127,15,11,12,37
2021-08-25 12:47:01.039132,26.20,101077.88,39.88,20.60,-9.23,1.68,-2.85,0.10,-0.12,-0.04,108,15,11,12,37
2021-08-25 12:47:01.518605,26.19,101077.64,39.92,20.62,-9.24,1.66,-2.81,0.07,-0.11,-0.06,145,14,10,10,33
2021-08-25 12:47:01.999283,26.18,101076.70,39.89,20.69,-9.24,1.67,-2.81,0.09,-0.12,-0.04,131,11,6,7,25
2021-08-25 12:47:02.478474,26.17,101077.75,39.88,20.61,-9.27,1.71,-2.83,0.08,-0.12,-0.05,128,14,9,10,33
2021-08-25 12:47:02.958148,26.15,101078.83,39.89,20.52,-9.23,1.66,-2.80,0.08,-0.12,-0.04,129,15,11,11,38
2021-08-25 12:47:03.439590,26.13,101080.23,39.88,20.40,-9.22,1.66,-2.86,0.07,-0.11,-0.05,2058,16,11,12,40
2021-08-25 12:47:03.920269,26.13,101077.27,39.96,20.65,-9.24,1.69,-2.85,0.06,-0.15,-0.00,2202,16,11,12,40
2021-08-25 12:47:04.398934,26.12,101080.99,41.25,20.34,-9.29,1.67,-2.84,0.07,-0.14,-0.03,1902,16,12,12,40
2021-08-25 12:47:04.879632,26.10,101079.07,43.82,20.50,-9.31,1.71,-2.82,0.05,-0.13,-0.03,3382,16,12,12,41
2021-08-25 12:47:05.358212,26.09,101079.25,46.48,20.48,-9.37,1.67,-2.72,0.06,-0.13,-0.02,2363,16,12,12,41
2021-08-25 12:47:05.840867,26.05,101079.79,49.31,20.44,-9.37,1.69,-2.74,0.07,-0.11,-0.01,2910,16,12,12,41
2021-08-25 12:47:06.318958,26.03,101082.67,51.70,20.19,-9.34,1.76,-2.69,0.06,-0.11,-0.00,3537,16,12,12,41
2021-08-25 12:47:06.801172,26.01,101079.52,53.85,20.46,-9.44,1.55,-2.69,0.08,-0.14,-0.07,246,16,12,12,41
2021-08-25 12:47:07.278589,25.98,101076.86,55.72,20.68,-9.36,1.60,-2.81,0.09,-0.13,-0.05,118,16,12,12,41
2021-08-25 12:47:07.759093,25.97,101079.14,56.34,20.49,-9.36,1.60,-2.80,0.09,-0.11,-0.03,6920,16,12,12,41
2021-08-25 12:47:08.240372,26.00,101076.68,55.81,20.70,-9.37,1.65,-2.91,0.08,-0.09,-0.07,4891,16,12,12,41
2021-08-25 12:47:08.719330,26.02,101080.94,56.29,20.34,-9.45,1.62,-2.75,0.08,-0.09,-0.06,4337,16,12,12,41
2021-08-25 12:47:09.199625,26.02,101080.86,58.52,20.35,-9.42,1.57,-2.66,0.04,-0.03,0.03,3625,16,12,12,41
2021-08-25 12:47:09.679725,26.01,101080.86,61.32,20.35,-9.44,1.61,-2.58,0.05,-0.05,0.02,2438,16,12,12,41
2021-08-25 12:47:10.165492,25.99,101079.89,63.90,20.43,-9.43,1.56,-2.60,0.06,-0.07,0.01,3293,16,12,12,41
2021-08-25 12:47:10.639246,25.99,101078.88,66.06,20.51,-9.44,1.60,-2.66,0.06,-0.06,0.01,993,16,12,12,41
2021-08-25 12:47:11.121186,25.95,101077.83,67.98,20.60,-9.44,1.54,-2.71,0.06,-0.07,0.02,1325,16,12,12,41
2021-08-25 12:47:11.599412,25.94,101081.61,69.07,20.28,-9.45,1.52,-2.70,0.08,-0.09,0.03,141,16,12,12,41
2021-08-25 12:47:12.079081,25.92,101079.20,69.26,20.48,-9.44,1.59,-2.71,0.08,-0.11,0.00,109,16,12,12,41
2021-08-25 12:47:12.560135,25.91,101081.12,68.30,20.32,-9.40,1.59,-2.71,0.09,-0.11,-0.00,2019,16,12,12,41
2021-08-25 12:47:13.039365,25.92,101078.62,66.67,20.53,-9.43,1.63,-2.70,0.06,-0.07,-0.01,5631,16,12,12,41
2021-08-25 12:47:13.520117,25.94,101076.65,65.66,20.58,-9.40,1.55,-2.62,0.06,-0.05,-0.05,1885,16,12,12,41
2021-08-25 12:47:13.998784,25.90,101079.48,66.27,20.46,-9.42,1.50,-2.72,0.06,-0.09,-0.03,1301,16,12,12,41
2021-08-25 12:47:14.478869,25.90,101080.48,67.17,20.38,-9.41,1.56,-2.71,0.05,-0.05,0.02,2488,16,12,12,41
2021-08-25 12:47:14.964505,25.92,101080.12,68.09,20.41,-9.47,1.52,-2.64,0.03,-0.05,0.04,2175,16,12,12,41
2021-08-25 12:47:15.439738,25.91,101082.05,69.42,20.25,-9.44,1.57,-2.62,0.03,-0.00,0.04,1481,16,12,12,41
2021-08-25 12:47:15.920291,25.91,101078.21,71.01,20.57,-9.42,1.60,-2.71,0.04,-0.07,0.00,1361,16,12,12,41
2021-08-25 12:47:16.399266,25.88,101079.91,72.27,20.43,-9.47,1.47,-2.54,0.04,-0.02,0.02,1848,16,12,12,41
2021-08-25 12:47:16.879608,25.87,101080.52,73.00,20.38,-9.47,1.50,-2.75,0.05,-0.12,0.03,147,16,12,12,41
2021-08-25 12:47:17.358788,25.84,101080.72,73.28,20.36,-9.44,1.53,-2.73,0.05,-0.07,0.02,5180,16,12,12,41
2021-08-25 12:47:17.844671,25.86,101077.68,72.41,20.61,-9.44,1.64,-2.76,0.06,-0.06,-0.03,2454,16,12,12,41
2021-08-25 12:47:18.321744,25.84,101080.21,71.82,20.40,-9.47,1.56,-2.65,0.05,-0.05,-0.01,1401,16,12,12,41
2021-08-25 12:47:18.799413,25.82,101078.36,71.69,20.56,-9.45,1.61,-2.77,0.05,-0.07,-0.01,1017,16,12,12,41
2021-08-25 12:47:19.278687,25.81,101079.30,71.46,20.48,-9.46,1.59,-2.60,0.04,-0.05,0.03,4378,16,12,12,41
2021-08-25 12:47:19.760386,25.83,101081.97,71.29,20.25,-9.41,1.64,-2.78,0.07,-0.06,-0.05,2496,16,12,12,41
2021-08-25 12:47:20.241282,25.81,101080.83,71.56,20.24,-9.42,1.62,-2.76,0.07,-0.04,-0.07,146,16,12,12,41
2021-08-25 12:47:20.719112,25.77,101080.55,71.63,20.37,-9.43,1.58,-2.67,0.09,-0.07,-0.06,5743,16,12,12,41
2021-08-25 12:47:21.200656,25.79,101079.92,70.68,20.42,-9.37,1.70,-2.79,0.09,0.00,-0.12,4412,16,12,12,41
2021-08-25 12:47:21.680395,25.82,101079.89,70.44,20.43,-9.45,1.57,-2.56,0.06,-0.02,-0.03,5611,16,12,12,41
2021-08-25 12:47:22.167852,25.83,101080.06,71.40,20.41,-9.40,1.62,-2.69,0.03,-0.01,0.00,6012,16,12,12,41
2021-08-25 12:47:22.641402,25.81,101080.13,72.92,20.41,-9.41,1.66,-2.61,0.03,0.04,0.01,174,15,11,11,39
2021-08-25 12:47:23.120059,25.76,101077.77,74.02,20.60,-9.45,1.62,-2.66,0.06,-0.09,-0.04,1752,15,10,11,38
2021-08-25 12:47:23.598609,25.75,101077.52,73.76,20.63,-9.37,1.65,-2.89,0.06,-0.09,-0.05,5045,16,12,12,41
2021-08-25 12:47:24.079608,25.75,101079.72,72.61,20.44,-9.35,1.68,-2.98,0.11,-0.08,-0.21,1698,16,12,12,42
2021-08-25 12:47:24.559321,25.72,101080.92,71.57,20.34,-9.39,1.81,-2.86,0.09,0.02,-0.15,410,16,12,12,42
2021-08-25 12:47:25.039333,25.69,101083.28,70.43,20.14,-9.50,1.58,-2.68,0.08,-0.03,-0.11,254,16,12,12,41
2021-08-25 12:47:25.519367,25.68,101081.47,68.73,20.30,-9.46,1.50,-2.82,0.08,-0.13,-0.12,216,16,12,12,41
2021-08-25 12:47:25.999392,25.66,101078.20,66.79,20.57,-9.41,1.52,-2.82,0.06,-0.05,-0.06,134,14,9,9,32
2021-08-25 12:47:26.479169,25.66,101086.02,64.94,19.92,-9.43,1.52,-2.75,0.07,-0.11,-0.05,131,14,9,9,32
2021-08-25 12:47:26.959935,25.65,101081.14,63.00,20.30,-9.39,1.54,-2.84,0.06,-0.10,-0.05,139,13,8,9,31
2021-08-25 12:47:27.440472,25.64,101079.56,61.09,20.45,-9.38,1.54,-2.77,0.07,-0.11,-0.03,1516,9,6,7,21
2021-08-25 12:47:27.921999,25.67,101084.83,59.23,20.02,-9.65,1.56,-2.69,0.04,-0.08,-0.06,9703,7,5,5,14
2021-08-25 12:47:28.399837,26.35,101069.66,58.96,21.28,-9.32,1.46,-2.68,0.04,0.05,-0.06,11555,7,5,5,14
2021-08-25 12:47:28.878967,26.81,101078.67,61.87,20.53,-9.38,1.40,-2.22,0.04,0.05,-0.01,21815,7,5,5,14
2021-08-25 12:47:29.359834,26.66,101092.50,65.75,19.38,-9.52,1.41,-2.58,0.08,-0.02,-0.08,161,10,7,8,23
2021-08-25 12:47:29.839220,26.18,101084.78,69.44,20.02,-9.47,1.49,-2.90,0.04,-0.00,-0.04,141,15,10,11,37
2021-08-25 12:47:30.319936,26.01,101082.80,72.53,20.18,-9.45,1.39,-2.76,0.04,0.03,0.00,102,15,11,12,39
2021-08-25 12:47:30.799224,25.93,101080.70,75.00,20.36,-9.44,1.45,-2.81,0.08,-0.04,0.04,130,15,11,12,39
2021-08-25 12:47:31.279152,25.90,101082.15,76.88,20.24,-9.45,1.48,-2.75,0.06,-0.02,0.04,136,15,11,12,38
2021-08-25 12:47:31.760062,25.89,101081.73,78.16,20.27,-9.45,1.48,-2.83,0.05,-0.04,0.02,99,15,11,12,38
2021-08-25 12:47:32.241581,25.85,101081.11,78.63,20.33,-9.46,1.48,-2.79,0.05,-0.03,0.02,111,15,11,12,38
2021-08-25 12:47:32.718836,25.85,101081.11,78.28,20.33,-9.43,1.52,-2.81,0.02,-0.03,0.01,102,15,11,12,38
2021-08-25 12:47:33.200518,25.85,101079.17,77.74,20.49,-9.44,1.49,-2.76,0.04,-0.04,0.00,115,12,9,10,29
2021-08-25 12:47:33.678516,25.84,101078.76,77.20,20.41,-9.40,1.50,-2.79,0.08,-0.07,0.04,12757,11,8,8,27
2021-08-25 12:47:34.158470,25.94,101085.12,76.53,19.99,-9.34,1.53,-2.53,0.06,-0.14,0.00,8613,10,7,7,25
2021-08-25 12:47:34.639510,26.25,101087.22,76.60,19.82,-9.35,1.53,-2.56,0.03,0.02,-0.06,8339,10,7,7,26
2021-08-25 12:47:35.119582,26.83,101080.41,78.14,20.38,-9.47,1.51,-2.38,-0.00,-0.01,-0.05,335,11,7,8,26
2021-08-25 12:47:35.604328,26.69,101088.16,80.10,19.74,-9.41,1.54,-2.86,-0.01,0.02,-0.03,9543,12,8,9,30
2021-08-25 12:47:36.080501,26.49,101084.00,81.97,20.08,-9.32,1.55,-2.92,0.02,0.01,0.01,10842,12,8,9,29
2021-08-25 12:47:36.560021,26.96,101084.17,83.69,20.07,-9.53,1.40,-2.31,-0.04,0.00,0.00,1365,11,7,8,27
2021-08-25 12:47:37.039289,26.86,101089.88,85.16,19.59,-9.42,1.52,-2.86,0.01,-0.04,-0.02,216,10,8,8,24
2021-08-25 12:47:37.520331,26.63,101086.08,86.40,19.91,-9.44,1.47,-2.78,0.01,0.07,0.04,100,14,10,11,36
